Category,Number of Records,Order Date,Sales Target,Segment
Office Supplies,1,16-11-2016,125,Consumer
Office Supplies,1,16-11-2016,1853,Corporate
Technology,1,16-11-2016,632,Corporate
Furniture,1,17-11-2016,237,Corporate
Office Supplies,1,17-11-2016,583,Consumer
Office Supplies,1,17-11-2016,270,Corporate
Office Supplies,1,17-11-2016,172,Home Office
Technology,1,17-11-2016,1879,Consumer
Technology,1,17-11-2016,332,Home Office
Furniture,1,18-11-2016,353,Consumer
Office Supplies,1,18-11-2016,37,Corporate
Office Supplies,1,18-11-2016,37,Home Office
Technology,1,18-11-2016,72,Consumer
Office Supplies,1,20-11-2016,196,Consumer
Office Supplies,1,20-11-2016,482,Corporate
Office Supplies,1,20-11-2016,59,Home Office
Technology,1,20-11-2016,1034,Home Office
Furniture,1,21-11-2016,1074,Corporate
Office Supplies,1,21-11-2016,256,Consumer
Office Supplies,1,21-11-2016,253,Corporate
Office Supplies,1,21-11-2016,536,Home Office
Technology,1,21-11-2016,749,Consumer
Technology,1,21-11-2016,1343,Home Office
Furniture,1,22-11-2016,110,Consumer
Office Supplies,1,22-11-2016,784,Consumer
Office Supplies,1,22-11-2016,86,Corporate
Technology,1,22-11-2016,1371,Consumer
Furniture,1,23-11-2016,723,Consumer
Office Supplies,1,23-11-2016,709,Consumer
Office Supplies,1,23-11-2016,192,Corporate
Office Supplies,1,23-11-2016,13,Home Office
Technology,1,23-11-2016,185,Corporate
Furniture,1,24-11-2016,1076,Consumer
Furniture,1,24-11-2016,1260,Corporate
Office Supplies,1,24-11-2016,1199,Corporate
Technology,1,24-11-2016,344,Consumer
Technology,1,24-11-2016,2178,Corporate
Furniture,1,25-11-2016,110,Consumer
Furniture,1,25-11-2016,215,Corporate
Office Supplies,1,25-11-2016,1541,Consumer
Office Supplies,1,26-11-2016,223,Corporate
Furniture,1,27-11-2016,491,Home Office
Office Supplies,1,27-11-2016,419,Consumer
Office Supplies,1,27-11-2016,276,Home Office
Technology,1,27-11-2016,197,Corporate
Furniture,1,28-11-2016,135,Consumer
Furniture,1,28-11-2016,322,Corporate
Office Supplies,1,28-11-2016,366,Consumer
Office Supplies,1,28-11-2016,103,Corporate
Technology,1,28-11-2016,227,Corporate
Office Supplies,1,29-11-2016,426,Consumer
Furniture,1,30-11-2016,65,Consumer
Office Supplies,1,30-11-2016,443,Consumer
Office Supplies,1,30-11-2016,249,Corporate
Technology,1,30-11-2016,1354,Corporate
Furniture,1,01-12-2016,385,Home Office
Office Supplies,1,01-12-2016,40,Consumer
Office Supplies,1,01-12-2016,119,Home Office
Furniture,1,02-12-2016,670,Consumer
Office Supplies,1,02-12-2016,1508,Consumer
Technology,1,02-12-2016,975,Consumer
Furniture,1,04-12-2016,1000,Consumer
Furniture,1,04-12-2016,1050,Corporate
Office Supplies,1,04-12-2016,1100,Consumer
Office Supplies,1,04-12-2016,192,Corporate
Office Supplies,1,04-12-2016,212,Home Office
Technology,1,04-12-2016,1323,Home Office
Furniture,1,05-12-2016,112,Consumer
Furniture,1,05-12-2016,211,Home Office
Office Supplies,1,05-12-2016,726,Consumer
Office Supplies,1,05-12-2016,53,Corporate
Office Supplies,1,05-12-2016,458,Home Office
Technology,1,05-12-2016,568,Consumer
Technology,1,05-12-2016,241,Corporate
Furniture,1,06-12-2016,264,Corporate
Office Supplies,1,06-12-2016,217,Consumer
Office Supplies,1,06-12-2016,502,Corporate
Office Supplies,1,06-12-2016,134,Home Office
Technology,1,06-12-2016,485,Corporate
Office Supplies,1,07-12-2016,235,Consumer
Office Supplies,1,07-12-2016,92,Corporate
Office Supplies,1,07-12-2016,78,Home Office
Office Supplies,1,08-12-2016,512,Corporate
Office Supplies,1,08-12-2016,325,Home Office
Technology,1,08-12-2016,1249,Corporate
Furniture,1,11-12-2016,1183,Consumer
Furniture,1,11-12-2016,143,Corporate
Office Supplies,1,11-12-2016,463,Consumer
Office Supplies,1,11-12-2016,63,Corporate
Technology,1,11-12-2016,92,Consumer
Furniture,1,12-12-2016,838,Consumer
Office Supplies,1,12-12-2016,45,Consumer
Furniture,1,13-12-2016,159,Consumer
Furniture,1,13-12-2016,179,Corporate
Office Supplies,1,13-12-2016,165,Consumer
Office Supplies,1,13-12-2016,75,Corporate
Office Supplies,1,13-12-2016,120,Home Office
Technology,1,13-12-2016,122,Consumer
Furniture,1,14-12-2016,20,Consumer
Office Supplies,1,14-12-2016,1372,Consumer
Technology,1,14-12-2016,7284,Consumer
Furniture,1,15-12-2016,1219,Consumer
Office Supplies,1,15-12-2016,282,Consumer
Office Supplies,1,15-12-2016,51,Home Office
Technology,1,15-12-2016,883,Consumer
Office Supplies,1,16-12-2016,736,Consumer
Office Supplies,1,16-12-2016,39,Corporate
Office Supplies,1,16-12-2016,191,Home Office
Furniture,1,18-12-2016,289,Corporate
Office Supplies,1,18-12-2016,211,Consumer
Office Supplies,1,18-12-2016,490,Corporate
Office Supplies,1,18-12-2016,905,Home Office
Technology,1,18-12-2016,2196,Corporate
Furniture,1,19-12-2016,142,Consumer
Furniture,1,19-12-2016,341,Home Office
Office Supplies,1,19-12-2016,439,Consumer
Office Supplies,1,19-12-2016,987,Corporate
Technology,1,19-12-2016,93,Consumer
Furniture,1,20-12-2016,2181,Home Office
Office Supplies,1,20-12-2016,120,Consumer
Office Supplies,1,20-12-2016,15,Corporate
Technology,1,20-12-2016,1157,Consumer
Furniture,1,21-12-2016,804,Consumer
Furniture,1,21-12-2016,214,Corporate
Office Supplies,1,21-12-2016,3192,Consumer
Office Supplies,1,21-12-2016,188,Corporate
Technology,1,21-12-2016,1759,Consumer
Technology,1,21-12-2016,1420,Corporate
Furniture,1,22-12-2016,947,Consumer
Furniture,1,22-12-2016,496,Corporate
Office Supplies,1,22-12-2016,2306,Consumer
Technology,1,22-12-2016,136,Consumer
Furniture,1,23-12-2016,362,Consumer
Office Supplies,1,23-12-2016,220,Consumer
Office Supplies,1,23-12-2016,401,Corporate
Office Supplies,1,23-12-2016,45,Home Office
Technology,1,23-12-2016,625,Consumer
Technology,1,23-12-2016,51,Corporate
Technology,1,23-12-2016,812,Home Office
Office Supplies,1,25-12-2016,1010,Consumer
Office Supplies,1,25-12-2016,110,Corporate
Furniture,1,26-12-2016,549,Consumer
Furniture,1,26-12-2016,522,Corporate
Office Supplies,1,26-12-2016,3493,Consumer
Office Supplies,1,26-12-2016,207,Corporate
Technology,1,26-12-2016,205,Consumer
Furniture,1,27-12-2016,1690,Consumer
Office Supplies,1,27-12-2016,1138,Consumer
Office Supplies,1,27-12-2016,83,Corporate
Technology,1,27-12-2016,1650,Consumer
Furniture,1,28-12-2016,377,Home Office
Office Supplies,1,28-12-2016,1206,Consumer
Office Supplies,1,28-12-2016,201,Corporate
Office Supplies,1,28-12-2016,1967,Home Office
Technology,1,28-12-2016,1073,Consumer
Technology,1,28-12-2016,687,Corporate
Office Supplies,1,29-12-2016,306,Consumer
Office Supplies,1,29-12-2016,152,Corporate
Office Supplies,1,29-12-2016,1478,Home Office
Technology,1,29-12-2016,341,Consumer
Technology,1,29-12-2016,1671,Corporate
Office Supplies,1,30-12-2016,449,Consumer
Office Supplies,1,30-12-2016,250,Corporate
Office Supplies,1,30-12-2016,51,Home Office
Office Supplies,1,31-12-2016,213,Consumer
Furniture,1,01-01-2017,502,Consumer
Office Supplies,1,01-01-2017,1803,Consumer
Office Supplies,1,01-01-2017,171,Corporate
Office Supplies,1,01-01-2017,711,Home Office
Technology,1,01-01-2017,222,Consumer
Technology,1,01-01-2017,254,Home Office
Office Supplies,1,02-01-2017,728,Consumer
Furniture,1,03-01-2017,1583,Consumer
Office Supplies,1,03-01-2017,1566,Consumer
Office Supplies,1,03-01-2017,259,Corporate
Furniture,1,04-01-2017,388,Consumer
Office Supplies,1,04-01-2017,770,Consumer
Office Supplies,1,04-01-2017,938,Corporate
Office Supplies,1,04-01-2017,33,Home Office
Technology,1,04-01-2017,357,Consumer
Technology,1,04-01-2017,184,Corporate
Furniture,1,05-01-2017,682,Consumer
Furniture,1,05-01-2017,395,Home Office
Office Supplies,1,05-01-2017,1688,Consumer
Office Supplies,1,05-01-2017,1277,Corporate
Office Supplies,1,05-01-2017,1864,Home Office
Technology,1,05-01-2017,292,Home Office
Furniture,1,06-01-2017,2343,Consumer
Office Supplies,1,06-01-2017,35,Consumer
Furniture,1,08-01-2017,23,Consumer
Office Supplies,1,08-01-2017,432,Consumer
Office Supplies,1,08-01-2017,1446,Corporate
Technology,1,08-01-2017,43,Corporate
Furniture,1,09-01-2017,724,Consumer
Office Supplies,1,09-01-2017,49,Home Office
Office Supplies,1,10-01-2017,19,Home Office
Furniture,1,12-01-2017,882,Consumer
Office Supplies,1,12-01-2017,168,Consumer
Technology,1,12-01-2017,680,Home Office
Office Supplies,1,13-01-2017,112,Consumer
Office Supplies,1,13-01-2017,4503,Corporate
Office Supplies,1,15-01-2017,473,Consumer
Technology,1,15-01-2017,87,Consumer
Furniture,1,16-01-2017,83,Home Office
Office Supplies,1,16-01-2017,242,Corporate
Office Supplies,1,16-01-2017,55,Home Office
Technology,1,16-01-2017,1173,Home Office
Furniture,1,17-01-2017,273,Consumer
Office Supplies,1,17-01-2017,647,Consumer
Technology,1,17-01-2017,431,Consumer
Office Supplies,1,18-01-2017,477,Consumer
Office Supplies,1,18-01-2017,42,Corporate
Technology,1,18-01-2017,539,Consumer
Furniture,1,19-01-2017,704,Consumer
Furniture,1,19-01-2017,127,Corporate
Office Supplies,1,19-01-2017,56,Consumer
Office Supplies,1,19-01-2017,242,Corporate
Technology,1,19-01-2017,468,Home Office
Furniture,1,20-01-2017,43,Home Office
Office Supplies,1,20-01-2017,1809,Corporate
Furniture,1,22-01-2017,5560,Consumer
Office Supplies,1,22-01-2017,15,Consumer
Office Supplies,1,22-01-2017,47,Corporate
Technology,1,22-01-2017,710,Consumer
Furniture,1,23-01-2017,437,Corporate
Furniture,1,24-01-2017,142,Corporate
Office Supplies,1,24-01-2017,73,Corporate
Office Supplies,1,25-01-2017,57,Consumer
Technology,1,25-01-2017,260,Consumer
Office Supplies,1,26-01-2017,110,Consumer
Furniture,1,27-01-2017,134,Corporate
Office Supplies,1,27-01-2017,236,Corporate
Technology,1,27-01-2017,110,Corporate
Office Supplies,1,28-01-2017,164,Consumer
Office Supplies,1,29-01-2017,475,Consumer
Technology,1,29-01-2017,35,Consumer
Technology,1,29-01-2017,2950,Home Office
Furniture,1,30-01-2017,204,Consumer
Furniture,1,30-01-2017,516,Corporate
Office Supplies,1,30-01-2017,2058,Consumer
Office Supplies,1,30-01-2017,218,Corporate
Office Supplies,1,30-01-2017,83,Home Office
Technology,1,30-01-2017,3400,Consumer
Technology,1,30-01-2017,188,Corporate
Furniture,1,31-01-2017,191,Consumer
Office Supplies,1,31-01-2017,384,Consumer
Furniture,1,01-02-2017,136,Consumer
Office Supplies,1,01-02-2017,44,Consumer
Office Supplies,1,01-02-2017,43,Corporate
Furniture,1,02-02-2017,331,Consumer
Office Supplies,1,02-02-2017,839,Consumer
Office Supplies,1,02-02-2017,202,Corporate
Office Supplies,1,03-02-2017,357,Consumer
Office Supplies,1,04-02-2017,338,Home Office
Furniture,1,05-02-2017,145,Consumer
Furniture,1,06-02-2017,3496,Consumer
Furniture,1,06-02-2017,319,Home Office
Office Supplies,1,06-02-2017,60,Consumer
Office Supplies,1,06-02-2017,45,Corporate
Office Supplies,1,06-02-2017,1206,Home Office
Technology,1,06-02-2017,243,Consumer
Furniture,1,07-02-2017,164,Consumer
Office Supplies,1,07-02-2017,62,Consumer
Office Supplies,1,07-02-2017,73,Corporate
Technology,1,07-02-2017,926,Consumer
Technology,1,07-02-2017,1614,Home Office
Furniture,1,08-02-2017,116,Consumer
Office Supplies,1,08-02-2017,215,Consumer
Office Supplies,1,08-02-2017,370,Corporate
Technology,1,08-02-2017,950,Consumer
Furniture,1,09-02-2017,110,Home Office
Office Supplies,1,09-02-2017,260,Consumer
Office Supplies,1,09-02-2017,256,Home Office
Technology,1,09-02-2017,305,Consumer
Furniture,1,12-02-2017,281,Consumer
Furniture,1,12-02-2017,2357,Corporate
Office Supplies,1,12-02-2017,195,Consumer
Office Supplies,1,12-02-2017,144,Corporate
Furniture,1,13-02-2017,473,Consumer
Furniture,1,13-02-2017,498,Corporate
Office Supplies,1,13-02-2017,595,Consumer
Office Supplies,1,13-02-2017,240,Corporate
Technology,1,13-02-2017,286,Consumer
Office Supplies,1,14-02-2017,442,Consumer
Office Supplies,1,14-02-2017,38,Corporate
Office Supplies,1,14-02-2017,32,Home Office
Technology,1,14-02-2017,415,Consumer
Technology,1,14-02-2017,480,Corporate
Office Supplies,1,15-02-2017,404,Consumer
Office Supplies,1,15-02-2017,71,Corporate
Office Supplies,1,15-02-2017,71,Home Office
Technology,1,15-02-2017,1116,Corporate
Furniture,1,16-02-2017,273,Home Office
Office Supplies,1,16-02-2017,561,Consumer
Office Supplies,1,16-02-2017,280,Home Office
Technology,1,16-02-2017,857,Consumer
Furniture,1,17-02-2017,1077,Corporate
Furniture,1,17-02-2017,246,Home Office
Office Supplies,1,17-02-2017,39,Corporate
Office Supplies,1,17-02-2017,89,Home Office
Furniture,1,19-02-2017,503,Corporate
Office Supplies,1,19-02-2017,628,Consumer
Office Supplies,1,19-02-2017,240,Corporate
Technology,1,19-02-2017,3986,Corporate
Office Supplies,1,20-02-2017,201,Corporate
Office Supplies,1,20-02-2017,1027,Home Office
Technology,1,20-02-2017,1353,Home Office
Furniture,1,21-02-2017,1025,Home Office
Office Supplies,1,21-02-2017,200,Consumer
Office Supplies,1,21-02-2017,176,Corporate
Office Supplies,1,21-02-2017,279,Home Office
Technology,1,21-02-2017,510,Consumer
Technology,1,21-02-2017,1172,Corporate
Office Supplies,1,22-02-2017,163,Corporate
Office Supplies,1,23-02-2017,2673,Consumer
Office Supplies,1,23-02-2017,83,Corporate
Furniture,1,24-02-2017,104,Corporate
Office Supplies,1,24-02-2017,131,Corporate
Office Supplies,1,24-02-2017,54,Home Office
Technology,1,24-02-2017,634,Corporate
Furniture,1,26-02-2017,1274,Corporate
Office Supplies,1,26-02-2017,95,Consumer
Office Supplies,1,26-02-2017,22,Corporate
Office Supplies,1,26-02-2017,460,Home Office
Technology,1,26-02-2017,766,Corporate
Technology,1,26-02-2017,155,Home Office
Furniture,1,27-02-2017,488,Consumer
Furniture,1,27-02-2017,481,Corporate
Office Supplies,1,27-02-2017,178,Corporate
Office Supplies,1,28-02-2017,983,Consumer
Office Supplies,1,28-02-2017,4641,Home Office
Technology,1,28-02-2017,751,Consumer
Technology,1,28-02-2017,1458,Home Office
Furniture,1,28-02-2017,308,Consumer
Office Supplies,1,28-02-2017,1235,Consumer
Furniture,1,01-03-2017,118,Corporate
Furniture,1,01-03-2017,385,Home Office
Office Supplies,1,01-03-2017,157,Consumer
Office Supplies,1,01-03-2017,383,Home Office
Technology,1,01-03-2017,148,Consumer
Furniture,1,02-03-2017,329,Corporate
Office Supplies,1,02-03-2017,55,Corporate
Office Supplies,1,03-03-2017,22,Corporate
Technology,1,03-03-2017,117,Corporate
Office Supplies,1,04-03-2017,205,Corporate
Furniture,1,05-03-2017,1348,Consumer
Office Supplies,1,05-03-2017,551,Consumer
Technology,1,05-03-2017,236,Consumer
Office Supplies,1,06-03-2017,46,Consumer
Office Supplies,1,06-03-2017,199,Home Office
Technology,1,06-03-2017,553,Consumer
Furniture,1,07-03-2017,308,Consumer
Office Supplies,1,07-03-2017,30,Consumer
Furniture,1,08-03-2017,2102,Corporate
Office Supplies,1,08-03-2017,58,Consumer
Office Supplies,1,08-03-2017,281,Corporate
Office Supplies,1,08-03-2017,311,Home Office
Technology,1,08-03-2017,834,Corporate
Technology,1,08-03-2017,887,Home Office
Office Supplies,1,11-03-2017,679,Consumer
Office Supplies,1,11-03-2017,107,Corporate
Office Supplies,1,11-03-2017,83,Home Office
Technology,1,11-03-2017,427,Consumer
Furniture,1,12-03-2017,1362,Consumer
Office Supplies,1,12-03-2017,224,Consumer
Technology,1,12-03-2017,179,Home Office
Furniture,1,13-03-2017,251,Consumer
Furniture,1,13-03-2017,3020,Home Office
Office Supplies,1,13-03-2017,684,Consumer
Office Supplies,1,13-03-2017,291,Corporate
Office Supplies,1,13-03-2017,206,Home Office
Technology,1,13-03-2017,715,Corporate
Office Supplies,1,14-03-2017,41,Consumer
Furniture,1,15-03-2017,147,Consumer
Furniture,1,15-03-2017,564,Home Office
Office Supplies,1,15-03-2017,17,Consumer
Office Supplies,1,15-03-2017,355,Corporate
Office Supplies,1,18-03-2017,188,Corporate
Furniture,1,19-03-2017,300,Consumer
Office Supplies,1,19-03-2017,1253,Consumer
Office Supplies,1,19-03-2017,355,Corporate
Technology,1,19-03-2017,766,Consumer
Office Supplies,1,20-03-2017,3514,Consumer
Furniture,1,21-03-2017,603,Consumer
Office Supplies,1,21-03-2017,224,Consumer
Office Supplies,1,22-03-2017,216,Home Office
Technology,1,22-03-2017,520,Consumer
Technology,1,22-03-2017,101,Home Office
Furniture,1,23-03-2017,1090,Consumer
Office Supplies,1,23-03-2017,288,Consumer
Technology,1,23-03-2017,782,Consumer
Office Supplies,1,25-03-2017,107,Consumer
Office Supplies,1,25-03-2017,170,Corporate
Furniture,1,26-03-2017,321,Consumer
Office Supplies,1,26-03-2017,344,Consumer
Office Supplies,1,26-03-2017,80,Corporate
Technology,1,26-03-2017,57,Consumer
Furniture,1,27-03-2017,494,Corporate
Office Supplies,1,27-03-2017,15,Corporate
Office Supplies,1,28-03-2017,518,Corporate
Technology,1,28-03-2017,445,Corporate
Furniture,1,29-03-2017,354,Corporate
Office Supplies,1,29-03-2017,461,Corporate
Technology,1,29-03-2017,490,Corporate
Office Supplies,1,30-03-2017,56,Home Office
Office Supplies,1,31-03-2017,349,Consumer
Furniture,1,02-04-2017,489,Consumer
Furniture,1,02-04-2017,356,Corporate
Office Supplies,1,02-04-2017,53,Consumer
Office Supplies,1,02-04-2017,4201,Corporate
Office Supplies,1,02-04-2017,112,Home Office
Technology,1,02-04-2017,1265,Consumer
Office Supplies,1,03-04-2017,187,Consumer
Technology,1,03-04-2017,619,Corporate
Office Supplies,1,04-04-2017,36,Corporate
Office Supplies,1,04-04-2017,55,Home Office
Technology,1,04-04-2017,256,Consumer
Technology,1,04-04-2017,708,Corporate
Technology,1,04-04-2017,453,Home Office
Furniture,1,05-04-2017,39,Consumer
Furniture,1,05-04-2017,307,Corporate
Office Supplies,1,05-04-2017,318,Consumer
Office Supplies,1,05-04-2017,70,Corporate
Technology,1,05-04-2017,1583,Consumer
Technology,1,05-04-2017,1213,Corporate
Furniture,1,06-04-2017,285,Home Office
Office Supplies,1,07-04-2017,543,Corporate
Furniture,1,08-04-2017,719,Consumer
Office Supplies,1,08-04-2017,21,Corporate
Office Supplies,1,08-04-2017,159,Home Office
Technology,1,08-04-2017,497,Corporate
Office Supplies,1,09-04-2017,74,Consumer
Office Supplies,1,09-04-2017,199,Corporate
Technology,1,09-04-2017,886,Consumer
Furniture,1,10-04-2017,962,Consumer
Office Supplies,1,10-04-2017,310,Corporate
Office Supplies,1,11-04-2017,718,Consumer
Office Supplies,1,11-04-2017,26,Home Office
Technology,1,11-04-2017,426,Home Office
Office Supplies,1,13-04-2017,359,Home Office
Furniture,1,15-04-2017,542,Corporate
Office Supplies,1,15-04-2017,337,Consumer
Office Supplies,1,15-04-2017,87,Corporate
Technology,1,15-04-2017,283,Corporate
Technology,1,15-04-2017,150,Home Office
Furniture,1,16-04-2017,109,Corporate
Office Supplies,1,16-04-2017,54,Consumer
Office Supplies,1,16-04-2017,223,Corporate
Office Supplies,1,16-04-2017,9,Home Office
Technology,1,16-04-2017,919,Consumer
Technology,1,16-04-2017,46,Corporate
Technology,1,16-04-2017,172,Home Office
Furniture,1,18-04-2017,764,Corporate
Office Supplies,1,18-04-2017,85,Consumer
Office Supplies,1,18-04-2017,121,Corporate
Technology,1,18-04-2017,82,Corporate
Office Supplies,1,19-04-2017,36,Corporate
Furniture,1,20-04-2017,119,Home Office
Office Supplies,1,20-04-2017,763,Home Office
Technology,1,20-04-2017,475,Home Office
Furniture,1,22-04-2017,553,Consumer
Office Supplies,1,23-04-2017,182,Corporate
Technology,1,23-04-2017,241,Corporate
Office Supplies,1,24-04-2017,35,Consumer
Office Supplies,1,25-04-2017,1208,Consumer
Office Supplies,1,25-04-2017,406,Corporate
Technology,1,25-04-2017,764,Consumer
Office Supplies,1,26-04-2017,343,Consumer
Furniture,1,27-04-2017,1069,Consumer
Office Supplies,1,29-04-2017,104,Consumer
Office Supplies,1,29-04-2017,139,Corporate
Technology,1,29-04-2017,444,Consumer
Furniture,1,30-04-2017,1005,Consumer
Office Supplies,1,30-04-2017,84,Consumer
Technology,1,30-04-2017,943,Consumer
Technology,1,30-04-2017,1894,Corporate
Office Supplies,1,01-05-2017,1611,Consumer
Office Supplies,1,01-05-2017,21,Corporate
Furniture,1,02-05-2017,92,Corporate
Office Supplies,1,02-05-2017,136,Consumer
Office Supplies,1,02-05-2017,174,Corporate
